category,images,contains
gruyere,D8AovA8XUAEgoNX.jpg,1
chocolate,D8cNAeaWwAAg_NF.jpg,1
cheese,D8CoqLnX4AAsbju.jpg,0
chocolate,D8CoqLnX4AAsbju.jpg,1
cheese,D8e48fbWwAI5OyZ.jpg,1
cheese,D8e48fZWsAAOklK.jpg,1
butter,D8eFC49WsAE3yWa.jpg,0
risotto,D8eFC49WsAE3yWa.jpg,1
chips OR french fries OR crisps OR country fries,D8ErYGLXsAAQtii.jpg,1
crisps,D8ErYGLXsAAQtii.jpg,1
sausage,D8ErYGLXsAAQtii.jpg,0
asparagus,D8EThqUWkAE6gtc.jpg,1
lentil,D8EThqUWkAE6gtc.jpg,0
soup,D8EThqUWkAE6gtc.jpg,0
zucchini,D8EThqUWkAE6gtc.jpg,1
asparagus,D8i95PwWwAEJ-Ea.jpg,0
soup,D8i95PwWwAEJ-Ea.jpg,1
asparagus,D8IiU_HXoAE7g9Z.jpg,1
eggplant,D8IiU_HXoAE7g9Z.jpg,1
quinoa,D8IiU_HXoAE7g9Z.jpg,1
salad,D8IiU_HXoAE7g9Z.jpg,0
ice cream,D8J_d11WkAAn506.jpg,1
ice cream,D8J_d5jXoAY64dC.jpg,
soup,D8JaHebXYAE352K.jpg,0
zucchini,D8JaHebXYAE352K.jpg,1
hamburger OR burger,D8jJnEoWkAAq3D8.jpg,1
hamburger OR burger,D8jJzGAWsAAkvHF.jpg,1
raclette,D8kIVsjX4AATRux.jpg,0
raclette,D8kIXnbWkAAB2Iq.jpg,1
brioche,D8kuBdhXYAATvyq.jpg,0
croissant,D8kuBdhXYAATvyq.jpg,0
brioche,D8kuBdiWkAAdzyo.jpg,0
croissant,D8kuBdiWkAAdzyo.jpg,0
brioche,D8kuBdiXoAEnB9p.jpg,0
croissant,D8kuBdiXoAEnB9p.jpg,0
chicken,D8oAFQMUcAE-77S.jpg,1
soup,D8oAFQMUcAE-77S.jpg,1
cheese,D8Olu-eXsAADKjY.jpg,0
butter,D8onFV8X4AAsiwj.jpg,0
mango,D8ooms0WsAEFMBE.jpg,1
banana,D8RDTMAX4AAz1wz.jpg,0
bread,D8RDTMAX4AAz1wz.jpg,0
cheese,D8s2-YQWwAAsqdo.jpg,0
potato,D8s2-YQWwAAsqdo.jpg,1
cheese,D8s28fQWwAA4wVf.jpg,1
potato,D8s28fQWwAA4wVf.jpg,0
biscuit OR cookie,D8S6144XYAAG2d7.jpg,1
cucumber,D8S6A_9XsAE9mFK.jpg,0
strawberry,D8TMnEuXoAAwmgk.jpg,1
mango,D8trxlDXYAIKByd.jpg,1
cheese,D8x6lSjWkAAwMF6.jpg,0
cream,D8x6lSjWkAAwMF6.jpg,0
apple,D8xDdQOWsAAm67g.jpg,0
egg,D8xDdQOWsAAm67g.jpg,1
avocado,D8xz_43UcAAnvbq.jpg,1
salad,D8y3SjnWwAAYCa5.jpg,1
corn,D8ya2OPWsAEt-hf.jpg,0
spinach,D8YtRP8W4AETuhr.jpg,1
chocolate,D9-pENdX4AES4_n.jpg,0
pate,D95_n-zWkAM3A_S.jpg,0
ice cream,D958cudXkAUZdwm.jpg,0
salad,D958cudXkAUZdwm.jpg,1
nut,D95rlbiX4AAd7YH.png,0
chicken,D962X3bWwAE71aN.jpg,1
salad,D962X3bWwAE71aN.jpg,1
hazelnut,D96iebtXYAASsdM.jpg,1
chocolate,D96qjL9W4AE2nn8.jpg,0
ice cream,D96qjL9W4AE2nn8.jpg,1
cheese,D97tmEdWsAUppvH.jpg,1
falafel,D97tmEdWsAUppvH.jpg,1
hamburger OR burger,D97tmEdWsAUppvH.jpg,1
gruyere,D9AJ-gDU4AIsTw0.jpg,
salmon,D9bD5TTWkAA2k_r.jpg,1
chocolate,D9c0euUWkAE2HZe.jpg,1
chocolate,D9C5v6nXsAAH1QU.jpg,1
gruyere,D9C5v6nXsAAH1QU.jpg,0
chocolate,D9CdUopWwAAqVtf.jpg,1
pizza,D9ce3tZWkAAv-iO.jpg,1
chocolate,D9coxEuWsAAunkk.jpg,1
croissant,D9FXZkyWwAAJbSi.jpg,1
strawberry,D9g99A7XoAA_ztG.jpg,1
raisin,D9gF_VKWsAEAySZ.jpg,0
brownie,D9h0EpRXoAAF7ge.jpg,1
broccoli,D9heanHXsAQDte3.jpg,0
mushroom,D9heanHXsAQDte3.jpg,0
nut,D9heanHXsAQDte3.jpg,0
shrimp OR prawn,D9heanHXsAQDte3.jpg,0
soup,D9heanHXsAQDte3.jpg,0
broccoli,D9hebQZXkAEPHzO.jpg,1
mushroom,D9hebQZXkAEPHzO.jpg,1
nut,D9hebQZXkAEPHzO.jpg,1
shrimp OR prawn,D9hebQZXkAEPHzO.jpg,0
soup,D9hebQZXkAEPHzO.jpg,0
broccoli,D9hecNUXsAEo_pd.jpg,0
mushroom,D9hecNUXsAEo_pd.jpg,0
nut,D9hecNUXsAEo_pd.jpg,0
shrimp OR prawn,D9hecNUXsAEo_pd.jpg,1
soup,D9hecNUXsAEo_pd.jpg,1
date,D9IDxI4XkAEckWS.jpg,0
bread,D9LQpXTX4AAMquA.jpg,0
cucumber,D9lyPpFWwAE-cqw.jpg,0
lemon,D9lyPpFWwAE-cqw.jpg,0
olive,D9lyPpFWwAE-cqw.jpg,0
salad,D9lyPpFWwAE-cqw.jpg,1
seeds,D9lyPpFWwAE-cqw.jpg,0
chicken,D9LzIxDW4AAlmn8.jpg,0
chickpea,D9LzIxDW4AAlmn8.jpg,0
soup,D9LzIxDW4AAlmn8.jpg,1
apple,D9Nm-sIWsAUDVHL.jpg,0
cake,D9NPNpgWkAIR21W.jpg,0
chocolate,D9NPNpgWkAIR21W.jpg,1
cake,D9NPNphXYAAN944.jpg,1
chocolate,D9NPNphXYAAN944.jpg,0
soup,D9QDicmX4AAfn_V.jpg,0
beetroot,D9r5hsCX4AAnqTD.jpg,0
chocolate,D9rrWEkWsAES6dp.jpg,1
chocolate,D9Rzxo6XYAER9lk.jpg,1
apple,D9vnjyXWkAEutc7.jpg,
zucchini,D9vPyP9WkAAfZmp.jpg,1
cream,D9w5go5X4AARUt7.jpg,0
ice cream,D9w5go5X4AARUt7.jpg,1
chocolate,Da_kaypWsAE4atS.jpg,
curry,Da-v0ZYXcAAA2Ew.jpg,
salad,DA0hl3TWsAAi0UN.jpg,0
cake,DA1TE5iWsAQ-lU3.jpg,1
brioche,DA2D2SwXYAAWE9K.jpg,1
croissant,DA2D2SwXYAAWE9K.jpg,1
ice cream,DA2D2SwXYAAWE9K.jpg,0
pizza,DA2y_EeXoAA9kCi.jpg,1
ice cream,Da5_Xl9XcAARf9d.jpg,1
ice cream,Da5_XlhWkAEI82u.jpg,1
ice cream,Da5_XliX4AEzwAK.jpg,1
ice cream,Da5_XlmXcAAY8jt.jpg,1
asparagus,DA72MtJXoAIdjg1.jpg,1
salad dressing,DA72MtJXoAIdjg1.jpg,0
rice,DAaEABaWAAAD-b9.jpg,0
salad,DAaEABaWAAAD-b9.jpg,0
rice,DAaEWa9XsAAS6BU.jpg,0
salad,DAaEWa9XsAAS6BU.jpg,0
salad,DAATZyxXYAAuFaA.jpg,0
pizza,DaBHYr2WkAANATU.jpg,1
hamburger OR burger,DaBI5ZmXUAAFrMF.jpg,0
bread,DABK7VLVwAABxuE.jpg,0
chocolate,DAc-978XsAAVjw8.jpg,1
milk,DAc-978XsAAVjw8.jpg,0
strawberry,DAc-978XsAAVjw8.jpg,1
cheese,DaCeEWmX4AgbJ-H.jpg,1
pepper,DAcNY53XkAAazBf.jpg,0
chicken,DaDISdcWkAEBJ8d.jpg,1
chicken,DaDISdeXcAARtAh.jpg,0
risotto,DADphQUXkAMF4sW.jpg,0
egg,DaepuISW0AAQwhj.jpg,0
salad,DAfMv2PXYAAtYAb.jpg,0
chicken,DAg6p4XWsAEbHew.jpg,1
pizza,DaGCRKlV4AAMjsT.jpg,1
salad,DAgIVFUXoAApDWR.jpg,1
beetroot,DAgLeATW0AA8CKn.jpg,1
salad,DAgLeATW0AA8CKn.jpg,0
biscuit OR cookie,DAgZ94hXcAAtZcU.jpg,0
mushroom,DaH50UkX0AELMFJ.jpg,1
pizza,DaH50UkX0AELMFJ.jpg,0
mushroom,DaH50UoWAAA8QSU.jpg,1
pizza,DaH50UoWAAA8QSU.jpg,0
risotto,DAiBNf5XoAENfzB.jpg,1
sausage,DAiBNf5XoAENfzB.jpg,1
rice,DAKrFWDVwAEraeG.jpg,1
salad,DAKrFWDVwAEraeG.jpg,0
salad,DAkZkdiXcAAuU9A.jpg,0
cream,DaLIkhnWkAAH1cb.jpg,0
orange,DalPT1WWsAUzak9.jpg,1
raclette,DambJJqWsAAxBKb.jpg,1
egg,DAMI7bYUAAU08uB.jpg,1
asparagus,DaMKb5XXcAAvOKH.jpg,1
shrimp OR prawn,DaMU7DlWAAE5orH.jpg,1
vegetable,DaMU7DlWAAE5orH.jpg,1
shrimp OR prawn,DaMU7DmX4AAJy_V.jpg,1
vegetable,DaMU7DmX4AAJy_V.jpg,1
shrimp OR prawn,DaMU7DrX4AA8lL-.jpg,1
vegetable,DaMU7DrX4AA8lL-.jpg,1
rice,DAmygHnXkAAoBzx.jpg,1
asparagus,DANbrevUMAAGHSg.jpg,1
avocado,DANbrevUMAAGHSg.jpg,1
salmon,DANbrevUMAAGHSg.jpg,1
corn,DaP7MOlVAAAygj6.jpg,0
apple,DAp8fHyWAAAeWWt.jpg,0
potato,DAp8fHyWAAAeWWt.jpg,0
raclette,DAp8fHyWAAAeWWt.jpg,0
soup,DAp8fHyWAAAeWWt.jpg,0
vegetable,DAp8fHyWAAAeWWt.jpg,0
asparagus,DarKoXcX0AABvGr.jpg,1
potato,DarKoXcX0AABvGr.jpg,1
asparagus,DarKoXdW0AAd5fn.jpg,1
potato,DarKoXdW0AAd5fn.jpg,1
asparagus,DarKoXeWsAETa1W.jpg,1
potato,DarKoXeWsAETa1W.jpg,1
asparagus,DarKoXgWAAEh3vr.jpg,1
potato,DarKoXgWAAEh3vr.jpg,1
cream,DaRmqFWXkAExRVI.jpg,0
chocolate,DARR-blXoAA5fB1.jpg,1
cream,DaRTi6DW4AEBgoy.jpg,0
ice cream,DaRTi6DW4AEBgoy.jpg,1
ratatouille,DasLmPeW0AIZVRH.jpg,1
vegetable,DAsPHrOXcAA4ABc.jpg,1
hamburger OR burger,DAsWwRZXgAEcCJc.jpg,1
pizza,DAuohpfU0AAnGPz.jpg,1
vegetable,DAvrjuAXYAAKm2m.jpg,1
cheese,DaW1rIKVwAA_Arh.jpg,1
ham,DAWeIe3W0AEdH-E.jpg,1
pizza,DAWeIe3W0AEdH-E.jpg,1
cheese,DAX_QTNXoAAXL3F.jpg,1
cheese,DAX_QTOXkAA4qqJ.jpg,0
(thickened OR whipped) cream,DaX7t5VX4AAKieO.jpg,1
cream,DaX7t5VX4AAKieO.jpg,0
bread,DAx8-b9XoAAWtxn.jpg,1
rice,DAXmQ6nXYAATM7i.jpg,0
sauce,DAXmQ6nXYAATM7i.jpg,0
tuna,DAXmQ6nXYAATM7i.jpg,1
apricot,DAxvROpW0AIurK_.jpg,1
cake,DAxvROpW0AIurK_.jpg,0
chocolate,DAZ-h4OXYAAqNzN.jpg,1
milk,DAZ-h4OXYAAqNzN.jpg,0
strawberry,DAZ-h4OXYAAqNzN.jpg,1
butter,Db-I_U0X4AELMQS.jpg,1
chicken,Db-I_U0X4AELMQS.jpg,0
mango,Db-I_U0X4AELMQS.jpg,0
butter,Db-I97EXcAANw06.jpg,0
chicken,Db-I97EXcAANw06.jpg,1
mango,Db-I97EXcAANw06.jpg,0
hamburger OR burger,DB-xLdtXsAA5dtW.jpg,1
zucchini,DB0pZqsWsAMdene.jpg,1
salad,DB3rAN0VYAExqc0.jpg,1
croissant,DB3W5O9UwAEkfIC.jpg,1
hamburger OR burger,Db4wk6iXUAAzRI5.jpg,1
pepper,Db4ypcDX0AUFmDk.jpg,0
cheese,DB5l-qmXkAELBRk.jpg,1
cheese,DB5l8JlXsAIXTPW.jpg,1
cheese,DB5l9lcXUAARUif.jpg,1
cheese,DB5mGhpXoAQLj2y.jpg,1
cheese,DB8ZypuXUAAPakh.jpg,0
pizza,Db9a4n_X0AAZy5E.jpg,1
salad,DB9OO02XsAM_QQH.jpg,1
salad,DB9OOx8XoAEfmcJ.jpg,1
chicken,Db9uSRyX0AAKUGn.jpg,0
chicken breast,Db9uSRyX0AAKUGn.jpg,1
strawberry,DBadGxtWsAAD3ar.jpg,1
cheese,Dbag1_hX0AYwjQm.jpg,0
cheese,Dbag1_nWAAEOtl6.jpg,1
cake,DBai7j1WAAEB3wN.jpg,1
chocolate,DBai7j1WAAEB3wN.jpg,0
salad,DbaKKZVWAAEcmDT.jpg,0
chicken,DBaPEUcXgAAjkLP.jpg,0
salad,DbD-mVtXkAAPjEO.jpg,0
beef,Dbd78_ZWsAAqHgA.jpg,1
omelette,Dbe4dhuWkAAGJHi.jpg,1
cream,DBEFrPTXkAEMRwC.jpg,0
pasta OR noodles,DBEFrPTXkAEMRwC.jpg,1
pork,DBEFrPTXkAEMRwC.jpg,1
asparagus,DBEgZ4VWsAA33qk.jpg,1
salad,DBEgZ4VWsAA33qk.jpg,0
lemon,DbendBPWAAAtA51.jpg,1
cake,DbepnwkWAAIqYO3.jpg,1
bread,DBeTLCVXYAARvvu.jpg,0
raclette,DbfCM6lXcAAjEeU.jpg,1
egg,DBfM_ttXcAESpdn.jpg,0
egg,DBfM9vaW0AALgPt.jpg,0
avocado,DbfSVCzWkAIiRje.jpg,1
broccoli,DbfSVCzWkAIiRje.jpg,1
chickpea,DbfSVCzWkAIiRje.jpg,1
cucumber,DbfSVCzWkAIiRje.jpg,1
salad,DbfSVCzWkAIiRje.jpg,1
risotto,DBFuratWAAE4anv.jpg,0
bean,DbFWBg0XkAAekKA.jpg,1
bread,DbFWBg0XkAAekKA.jpg,0
seeds,DbFWBg0XkAAekKA.jpg,0
hamburger OR burger,DbFWVC2XUAAB2fq.jpg,1
salad,DBIaCCNWAAIphOU.jpg,0
chocolate,DbiBx8mWkAASrtC.jpg,0
pasta OR noodles,DbisbvXX4AApZAH.jpg,1
pasta OR noodles,DbiscxoW0AAaX9X.jpg,1
croissant,DbiSOknW0AAEvBi.jpg,1
cake,DBIU2lPV0AAFNtL.jpg,1
strawberry,DBIU2lPV0AAFNtL.jpg,0
cake,DbJGYlcXUAAIC9O.jpg,0
raclette,Dbjn4MtV4AE4hcz.jpg,1
raclette,Dbjn6BMVAAAZgaP.jpg,1
raclette,Dbjn8AVV0AIS2fk.jpg,0
tomato,DBjZdQBXcAAh0NN.jpg,0
tomato,DBjZdQEWAAAdPP_.jpg,0
radish,DbkKH9hXUAAnYJl.jpg,1
gnocchi,DbkRqZKWAAEe2VX.jpg,0
lentil,DbkRqZKWAAEe2VX.jpg,0
sweet potato,DbkRqZKWAAEe2VX.jpg,0
onion,Dbljz0VW0AEDD1K.jpg,0
potato,Dbljz0VW0AEDD1K.jpg,1
biscuit OR cookie,DbN_wUlW4AAxLpf.jpg,1
ice cream,DBN-W4lWAAAGqrv.jpg,0
croissant,DBncfywXUAAtOye.jpg,1
apple,DBNiyK-XcAAKpNc.jpg,0
bacon,DBNiyK-XcAAKpNc.jpg,1
salad,DBNiyK-XcAAKpNc.jpg,0
salad,DBnSDAnXcAAvEEp.jpg,0
cheese,DbO7ePAX0AEOmid.jpg,1
crepe,DbO7ePAX0AEOmid.jpg,1
pancake,DbO7ePAX0AEOmid.jpg,0
cream,DBOhfXVXsAAKKzy.jpg,0
cream,DbPew1iXkAAvUEV.jpg,0
ice cream,DbPew1iXkAAvUEV.jpg,1
tuna,DbPfD4EWsAIRn2f.jpg,1
tuna,DbPfD4GWsAAUAAZ.jpg,1
tuna,DbPfD4UXUAARmmB.jpg,1
lemon,DBpg2WwXgAE124r.jpg,0
mango,DbPgOCyXUAYcr_r.jpg,1
rice,DbPgOCyXUAYcr_r.jpg,1
apple,DBphikeWsAEe-3Y.jpg,0
strawberry,DBPm6kKXgAA2IvO.jpg,1
chocolate,DBpqWkTXkAAzbe3.jpg,0
pizza,DBpuSTnWAAA1WXn.jpg,1
sushi,DbpVNb1W4AAbgSN.jpg,1
cheese,Dbql20bW0AAxNaI.jpg,0
corn,DbS56OmX4AAs3dl.jpg,0
chocolate,DbS8YZBWkAEIIlm.jpg,1
rice,DBsdt4_WsAE1Liv.jpg,1
salad,DBsdt4_WsAE1Liv.jpg,0
salad,DBSxUxyVoAAxkXL.jpg,0
hamburger OR burger,DbT0E9jXUAIn_Fc.jpg,1
cake,DbtF620WsAEqg0Q.jpg,0
chocolate,DbtF620WsAEqg0Q.jpg,1
pear,DbtF620WsAEqg0Q.jpg,0
chocolate,Dbtw2DyW4AA-_M9.jpg,0
hamburger OR burger,DbTzF2cVwAAraPS.jpg,1
pasta OR noodles,DbUbR2dXUAAh-S6.jpg,1
cake,DBVBXgNXgAAtQA9.jpg,0
biscuit OR cookie,DBvKf3GXgAIlfrN.jpg,1
sauce,DBVmU2GXgAEVijD.jpg,1
cream,DBVSAoMUwAINjlm.jpg,0
ice cream,DBVSAoMUwAINjlm.jpg,1
cream,DBvz1sGXsAEXjF0.jpg,0
salad,DBxnB2pWAAASwrs.jpg,0
quiche OR (puff pastry),DBy92d1XYAAbeIA.jpg,1
peanut,DbyJTtEW0AAt-qu.jpg,0
hazelnut,DbyLfp5W0AEyqIY.jpg,0
cream,DbyM4UQXUAoLPBz.jpg,0
pasta OR noodles,DBzIObvWAAEPRVj.png,1
peanut,DBzIObvWAAEPRVj.png,0
vegetable,DBzIObvWAAEPRVj.png,1
raclette,DbZlgimX4AAp3kX.jpg,1
potato,DBzoDWbXUAAfk15.jpg,0
sauce,DBzoDWbXUAAfk15.jpg,1
hamburger OR burger,Dc_esp_W4AAIzrC.jpg,1
pasta OR noodles,DC_nKpWXsAAmGDF.jpg,1
rice,DC-1i3rXgAAyHUR.jpg,0
salad,DC-1i3rXgAAyHUR.jpg,0
raclette,Dc0tpUfWkAEmeA9.jpg,0
salad,DC1Aj96XYAEinYV.jpg,0
salad,DC1Akc-WAAAISVS.jpg,1
cheese,DC1p7lVXcAAT2yZ.jpg,1
hamburger OR burger,Dc1RzeRX0AAKaVT.jpg,0
veggie burger,Dc1RzeRX0AAKaVT.jpg,1
hamburger OR burger,Dc1RzeSWsAEbwwe.jpg,0
veggie burger,Dc1RzeSWsAEbwwe.jpg,1
hamburger OR burger,Dc1RzeSXUAEPdjA.jpg,1
veggie burger,Dc1RzeSXUAEPdjA.jpg,0
hamburger OR burger,Dc1RzfFWkAADsJA.jpg,0
veggie burger,Dc1RzfFWkAADsJA.jpg,1
bread,Dc1tFgBVQAAYUZu.jpg,0
chocolate,DC1UmmuW0AAkJ6V.jpg,0
egg,DC1UmmuW0AAkJ6V.jpg,0
bread,Dc2Bw3DX0AYaU8X.jpg,1
bread,Dc531sNWsAA-4sF.jpg,1
date,Dc5XBHRWAAMZQH9.jpg,0
milk,Dc5XBHRWAAMZQH9.jpg,0
chocolate,DC6ACoNXoAEWsQ0.jpg,0
pizza,DC6ACoNXoAEWsQ0.jpg,1
bread,Dc6BRwBX0AEoCyz.jpg,0
biscuit OR cookie,Dc6e2GbW0AE4_Ts.jpg,1
falafel,Dc6W1EFXUAAj6Qi.jpg,1
salad,DC7i9bfXcAE8agV.jpg,0
salad,DC7i9bWXgAAUZ0V.jpg,0
salad,DC7i9bYXoAAZOBx.jpg,0
salad,DC7i9bZW0AABpyT.jpg,0
raclette,Dc8HbMhWkAAU2G1.jpg,1
feta,DC8s8NUWAAQsiVL.jpg,1
olive,DC8s8NUWAAQsiVL.jpg,1
feta,DC8s8NWW0AEp0jw.jpg,1
olive,DC8s8NWW0AEp0jw.jpg,1
melon,DC8ucGhXoAMyJxN.jpg,1
melon,DC8uZhFXcAU1miK.jpg,1
rice,DCaZLG-XUAEaZOg.jpg,1
salad,DCaZLG-XUAEaZOg.jpg,0
cream,DCb4jIrXcAAhFwc.jpg,0
milk,DcBy9aWWAAAZ4iq.jpg,1
hamburger OR burger,DCC4Ii-WsAATi_g.jpg,1
strawberry,DCCOSWkWAAAkfmM.jpg,0
hamburger OR burger,DcCRqP_XcAAsKem.jpg,1
cake,DCczR9mXgAIImWS.jpg,1
raspberry,DCczR9mXgAIImWS.jpg,0
tart,DCczR9mXgAIImWS.jpg,0
spinach,DCdBOERXcAAcfm9.jpg,1
roll pastry,DcDghIAW4AUVjid.jpg,0
strawberry,DcdOVQFW4AAjBng.jpg,1
leek,DcdWaTNW0AAMnMA.jpg,0
salmon,DcdWaTNW0AAMnMA.jpg,1
leek,DcdWcfcX4AAtDfM.jpg,1
salmon,DcdWcfcX4AAtDfM.jpg,1
leek,DcdWW6gWsAE_muS.jpg,1
salmon,DcdWW6gWsAE_muS.jpg,0
leek,DcdWYd0XUAAX-Hv.jpg,1
salmon,DcdWYd0XUAAX-Hv.jpg,1
beef,DCejvn0XUAE253N.jpg,0
beef,DCejvnyXoAA4Xbh.jpg,1
chocolate,DCENlm4UAAA-nZi.jpg,0
ham,DCg3SEBXoAAId0z.jpg,0
sushi,DcGjhygWkAAY7rF.jpg,0
melon,DCgSurqWAAACJeO.jpg,0
pizza,DCGyRIFWAAAFWjo.jpg,1
ice cream,DcH8qq1WkAAU9AP.jpg,1
ice cream,DcH8qq5WkAIqgL0.jpg,1
chocolate,DcHc2c1WkAAfn8s.jpg,1
sauce,DchgD61XkAAZzdW.jpg,0
sauce,DchgD6uWAAALpoZ.jpg,0
sauce,DchgD7jWkAIx_ku.jpg,1
pear,DchSesQXkAIvpoj.jpg,0
bread,DCHwKVyWAAAJESI.jpg,1
egg,DcIBmpeXUAAtCjX.jpg,1
hamburger OR burger,DCIFI9tXYAAt4S3.jpg,0
mushroom,DciIN6iXcAI7-Gc.jpg,1
risotto,DciIN6iXcAI7-Gc.jpg,1
hamburger OR burger,DcIpykhXcAYmovD.jpg,1
crisps,DcIV2qlXUAEUsHr.jpg,0
apple,DCJKwR_XcAQlP2R.jpg,1
croissant,DCLvdaYVoAABNL6.jpg,1
berry,DCM4I7oXUAArBXZ.jpg,0
cheese,DCmLISGWAAEuAfx.jpg,1
gruyere,DCmLISGWAAEuAfx.jpg,1
orange,DcMuh2hX0AYuDrm.jpg,0
salad,DCMuYfjXoAAJ2un.jpg,1
salmon,DCMuYfjXoAAJ2un.jpg,0
chicken,DcnaeVhW4AEon2j.jpg,1
biscuit OR cookie,DCNN_htXYAANLSf.jpg,0
bread,DCNzlerXcAAx8gk.jpg,1
corn,DcOX4vKX0AEeYJH.jpg,0
salad,DCQfpAmWAAAEg_e.jpg,0
berry,DCQlhWqW0AAcaZ0.jpg,1
berry,DCQlhWtXsAAxjyh.jpg,1
rice,DCqRGMIWAAAx1VC.jpg,1
salad,DCqRGMIWAAAx1VC.jpg,0
croissant,DcQTroyXcAAYs7R.jpg,1
hummus,Dcr7AIvXUAIjUvH.jpg,1
beef,DcRbnogVwAAgFP7.jpg,1
apple,DCrcPDPWsAAEOlk.jpg,0
spaghetti,DcrH5oEWkAAyYPK.jpg,0
pasta OR noodles,Dcs5D8FWAAY5_7I.jpg,1
pesto,DcSiN3cW4AA-Gc1.jpg,1
potato,DcSluQMXkAAc1kz.jpg,1
sausage,DcSluQMXkAAc1kz.jpg,1
vegetable,DcstcJpWsAAST-L.jpg,1
date,DcstU9jX0AA5lJG.jpg,0
hamburger OR burger,DctJ1VKW0AIsVBY.jpg,1
cream,DCTkTE0XcAAYDC5.jpg,1
strawberry,DCTkTE0XcAAYDC5.jpg,1
chocolate,DcTZOJFWkAAjW5k.jpg,0
pistachio,DcTZOJFWkAAjW5k.jpg,0
raspberry,DcTZOJFWkAAjW5k.jpg,0
(thickened OR whipped) cream,Dcu40wcU8AAvmIn.jpg,1
cream,Dcu40wcU8AAvmIn.jpg,0
apple,DCu79FAXkAA7c9m.jpg,1
bread,DCu79FAXkAA7c9m.jpg,0
shrimp OR prawn,DcVErRIU0AAqzGc.jpg,1
apple,DCVokiRXgAAOfph.jpg,0
salad,DCVokiRXgAAOfph.jpg,0
bacon,DcW32qQXcAEzyeq.jpg,1
bacon,DcW32vnXkAEiwz6.jpg,1
bacon,DcW32yLW4AEtqDA.jpg,1
grape,DCwfMz2XUAE_Qso.jpg,1
raspberry,DcWoZv5WAAE3eeZ.jpg,0
salad,DcWoZv5WAAE3eeZ.jpg,0
strawberry,DcWoZv5WAAE3eeZ.jpg,0
egg,DCwPCDoWAAEOEG_.jpg,1
pizza,DCXohH2XsAEs9i4.jpg,1
risotto,DcxTmhgWkAA0ax7.jpg,1
chocolate,DCYcfGhWsAE5eOG.jpg,1
cheese,DD_iVobWAAYw_OZ.jpg,1
cake,Dd_kHbGV4AAOfMZ.jpg,1
chocolate,Dd_kHbGV4AAOfMZ.jpg,0
pate,Dd_kHbGV4AAOfMZ.jpg,0
strawberry,Dd_kHbGV4AAOfMZ.jpg,1
cucumber,DD-VQk-W0AEbQG1.jpg,1
salad,DD-VQk-W0AEbQG1.jpg,0
salad dressing,DD-VQk-W0AEbQG1.jpg,0
raclette,DD0o7b3XcAA5hgV.jpg,1
bread,Dd0V2_FUwAAT_8c.jpg,1
butter,Dd0V2_FUwAAT_8c.jpg,1
pizza,DD1lVC7W0AApSYT.jpg,1
chicken,DD4Ib-1W0AAh7CX.jpg,0
mushroom,DD4Ib-1W0AAh7CX.jpg,0
rice,DD4Ib-1W0AAh7CX.jpg,1
rice,DD4lDBsXcAEJx5A.jpg,1
asparagus,Dd4LLKWVAAIwrTw.jpg,1
rice,DD4mXZrWAAIsMBr.jpg,1
carrot,DD4tjh5WsAATTEC.jpg,1
radish,DD4tjh5WsAATTEC.jpg,0
apricot,Dd5bThKU0AE_e3z.jpg,1
mozzarella,Dd5bThKU0AE_e3z.jpg,0
olive,Dd5bThKU0AE_e3z.jpg,1
chocolate,Dd5G-YiU0AE20FF.jpg,1
cake,DD5X96vXYAApM-M.jpg,1
chocolate,Dd73JFeU0AAIR_Z.jpg,1
crepe,Dd8_R6vVMAA7YVv.jpg,1
pancake,Dd8_R6vVMAA7YVv.jpg,0
crepe,Dd8_SgHUwAMtS8J.jpg,1
pancake,Dd8_SgHUwAMtS8J.jpg,0
rice,DD9e_R5WsAE2ipv.jpg,0
avocado,DdanoveU0AAO8lJ.jpg,1
lemon,DdayqUdU0AAODGt.jpg,0
tart,DdayqUdU0AAODGt.jpg,1
ice cream,DDBazD8XcAAkvM2.jpg,1
cheese,DDbENJsV0AAI-Ox.jpg,1
croissant,DDBfMZIWAAIegDa.jpg,1
strawberry,DDBIr6_XsAAOoND.jpg,0
bolognaise,DdD42fkUwAA8ujP.jpg,1
eggplant,DdD42fkUwAA8ujP.jpg,0
mushroom,DdD42fkUwAA8ujP.jpg,0
tofu,DdD42fkUwAA8ujP.jpg,0
jam,DddA80sXUAEN-MQ.jpg,1
raspberry,DddA80sXUAEN-MQ.jpg,0
salad,Dde2tU-VAAEMdbb.jpg,0
salad,Dde2tVCUwAAboFR.jpg,1
pasta OR noodles,DdEGnetWsAAadru.jpg,1
pasta OR noodles,DdEGnetXcAAw635.jpg,0
pasta OR noodles,DdEGnevXcAEGV5U.jpg,0
artichoke,DDeSizwXoAMiszz.jpg,1
pizza,DdESyNRXcAEv_Gk.jpg,0
spinach,DDFLhZtXcAAzicy.jpg,1
salmon,DDFLLWMXYAAZKI8.jpg,0
crepe,DdFRL62WkAAEiqw.jpg,1
pancake,DdFRL62WkAAEiqw.jpg,0
chocolate,DdfS96iVQAA9KVI.jpg,1
milk,DdfS96iVQAA9KVI.jpg,0
sauce,DdfyLTBVQAAajia.jpg,0
sauce,DdGCMtSXUAE3zSI.jpg,1
tomato,DdGCMtSXUAE3zSI.jpg,0
